2021/07/17 00:00,5,7,11.9
2021/07/17 00:01,5,7,11.7
2021/07/17 00:02,5,7,12.0
2021/07/17 00:03,5,7,11.8
2021/07/17 00:04,5,7,11.7
2021/07/17 00:05,5,7,11.8
2021/07/17 00:06,5,7,11.9
2021/07/17 00:07,4,7,11.8
2021/07/17 00:08,4,7,11.8
2021/07/17 00:09,4,7,11.7
2021/07/17 00:10,4,7,11.8
2021/07/17 00:11,5,7,11.7
2021/07/17 00:12,4,7,11.5
2021/07/17 00:13,5,7,11.9
2021/07/17 00:14,5,7,11.7
2021/07/17 00:15,5,7,11.6
2021/07/17 00:16,5,7,11.8
2021/07/17 00:17,4,7,11.8
2021/07/17 00:18,4,7,11.7
2021/07/17 00:19,4,7,12.0
2021/07/17 00:20,4,7,11.8
2021/07/17 00:21,5,7,11.8
2021/07/17 00:22,6,7,11.6
2021/07/17 00:23,5,7,12.3
2021/07/17 00:24,5,7,11.8
2021/07/17 00:25,4,7,11.4
2021/07/17 00:26,4,7,11.8
2021/07/17 00:27,4,7,11.6
2021/07/17 00:28,4,7,11.9
2021/07/17 00:29,4,7,11.4
2021/07/17 00:30,4,7,11.6
2021/07/17 00:31,4,7,11.8
2021/07/17 00:32,4,7,11.7
2021/07/17 00:33,4,7,11.9
2021/07/17 00:34,4,7,11.9
2021/07/17 00:35,5,7,11.8
2021/07/17 00:36,5,7,11.0
2021/07/17 00:37,5,7,11.8
2021/07/17 00:38,5,7,11.7
2021/07/17 00:39,5,7,12.2
2021/07/17 00:40,5,7,11.8
2021/07/17 00:41,5,7,11.7
2021/07/17 00:42,5,7,11.8
2021/07/17 00:43,5,7,11.7
2021/07/17 00:44,5,7,11.8
2021/07/17 00:45,5,7,11.8
2021/07/17 00:46,5,7,11.7
2021/07/17 00:47,5,7,11.8
2021/07/17 00:48,5,7,11.9
2021/07/17 00:49,6,7,11.7
2021/07/17 00:50,6,7,11.8
2021/07/17 00:51,5,7,11.8
2021/07/17 00:52,5,7,11.8
2021/07/17 00:53,6,7,11.2
2021/07/17 00:54,5,7,11.7
2021/07/17 00:55,5,7,11.7
2021/07/17 00:56,5,7,11.6
2021/07/17 00:57,5,7,11.7
2021/07/17 00:58,4,7,11.7
2021/07/17 00:59,5,7,11.9
2021/07/17 01:00,5,7,11.8
2021/07/17 01:01,5,7,12.6
2021/07/17 01:02,4,7,11.8
2021/07/17 01:03,4,7,12.1
2021/07/17 01:04,5,7,12.0
2021/07/17 01:05,5,7,11.8
2021/07/17 01:06,5,7,11.8
2021/07/17 01:07,5,7,11.7
2021/07/17 01:08,5,7,11.7
2021/07/17 01:09,6,7,11.8
2021/07/17 01:10,6,7,11.9
2021/07/17 01:11,5,7,11.7
2021/07/17 01:12,5,7,11.3
2021/07/17 01:13,5,7,11.8
2021/07/17 01:14,5,7,12.0
2021/07/17 01:15,5,7,12.1
2021/07/17 01:16,5,7,11.7
2021/07/17 01:17,5,7,11.7
2021/07/17 01:18,5,7,11.7
2021/07/17 01:19,5,7,11.6
2021/07/17 01:20,5,7,11.7
2021/07/17 01:21,7,7,11.9
2021/07/17 01:22,7,7,11.9
2021/07/17 01:23,7,7,11.7
2021/07/17 01:24,6,7,11.8
2021/07/17 01:25,7,7,12.0
2021/07/17 01:26,7,7,11.7
2021/07/17 01:27,7,7,11.9
2021/07/17 01:28,6,7,11.5
2021/07/17 01:29,7,7,11.8
2021/07/17 01:30,7,7,11.9
2021/07/17 01:31,7,7,11.8
2021/07/17 01:32,7,7,11.9
2021/07/17 01:33,7,7,11.9
2021/07/17 01:34,7,7,11.8
2021/07/17 01:35,7,7,11.7
2021/07/17 01:36,8,7,11.8
2021/07/17 01:37,8,7,11.8
2021/07/17 01:38,8,7,11.9
2021/07/17 01:39,7,7,12.0
2021/07/17 01:40,7,7,11.9
2021/07/17 01:41,8,7,12.0
2021/07/17 01:42,7,7,11.8
2021/07/17 01:43,7,7,11.8
2021/07/17 01:44,7,7,11.6
2021/07/17 01:45,7,7,11.6
2021/07/17 01:46,8,7,11.7
2021/07/17 01:47,8,7,11.7
2021/07/17 01:48,8,7,11.8
2021/07/17 01:49,8,7,12.1
2021/07/17 01:50,8,7,11.8
2021/07/17 01:51,8,7,11.7
2021/07/17 01:52,7,7,11.9
2021/07/17 01:53,7,7,11.7
2021/07/17 01:54,8,7,11.8
2021/07/17 01:55,7,7,11.8
2021/07/17 01:56,7,7,11.6
2021/07/17 01:57,7,7,11.8
2021/07/17 01:58,7,7,11.7
2021/07/17 01:59,7,7,11.8
2021/07/17 02:00,6,7,11.8
2021/07/17 02:01,6,7,11.7
2021/07/17 02:02,5,7,12.4
2021/07/17 02:03,6,7,11.7
2021/07/17 02:04,6,7,11.7
2021/07/17 02:05,7,7,11.8
2021/07/17 02:06,8,7,11.8
2021/07/17 02:07,8,7,11.8
2021/07/17 02:08,8,7,11.8
2021/07/17 02:09,8,7,11.6
2021/07/17 02:10,7,7,11.8
2021/07/17 02:11,7,7,11.8
2021/07/17 02:12,8,7,11.8
2021/07/17 02:13,8,7,11.7
2021/07/17 02:14,7,7,11.7
2021/07/17 02:15,7,7,12.0
2021/07/17 02:16,7,7,11.6
2021/07/17 02:17,7,7,11.7
2021/07/17 02:18,8,7,11.8
2021/07/17 02:19,8,7,11.8
2021/07/17 02:20,9,7,11.8
2021/07/17 02:21,10,7,11.8
2021/07/17 02:22,10,7,11.8
2021/07/17 02:23,11,7,11.7
2021/07/17 02:24,11,7,11.8
2021/07/17 02:25,9,7,11.8
2021/07/17 02:26,7,7,11.6
2021/07/17 02:27,8,7,11.8
2021/07/17 02:28,8,7,11.9
2021/07/17 02:29,9,7,11.8
2021/07/17 02:30,9,7,11.7
2021/07/17 02:31,9,7,11.7
2021/07/17 02:32,9,7,11.5
2021/07/17 02:33,9,7,11.8
2021/07/17 02:34,9,7,12.0
2021/07/17 02:35,9,7,11.8
2021/07/17 02:36,9,7,11.5
2021/07/17 02:37,9,7,11.5
2021/07/17 02:38,9,7,11.7
2021/07/17 02:39,9,7,11.9
2021/07/17 02:40,9,7,11.5
2021/07/17 02:41,9,7,11.7
2021/07/17 02:42,10,7,11.8
2021/07/17 02:43,10,7,11.8
2021/07/17 02:44,10,7,11.8
2021/07/17 02:45,10,7,11.8
2021/07/17 02:46,10,7,11.7
2021/07/17 02:47,10,7,11.8
2021/07/17 02:48,10,7,11.8
2021/07/17 02:49,10,7,11.3
2021/07/17 02:50,10,7,11.7
2021/07/17 02:51,9,7,11.8
2021/07/17 02:52,9,7,11.8
2021/07/17 02:53,10,7,11.8
2021/07/17 02:54,10,7,11.8
2021/07/17 02:55,10,7,11.8
2021/07/17 02:56,10,7,11.9
2021/07/17 02:57,10,7,11.6
2021/07/17 02:58,10,7,11.8
2021/07/17 02:59,9,7,11.9
2021/07/17 03:00,11,7,11.7
2021/07/17 03:01,11,7,11.8
2021/07/17 03:02,11,7,12.1
2021/07/17 03:03,12,7,11.8
2021/07/17 03:04,10,7,11.7
2021/07/17 03:05,10,7,12.1
2021/07/17 03:06,10,7,11.8
2021/07/17 03:07,10,7,11.8
2021/07/17 03:08,10,7,11.8
2021/07/17 03:09,10,7,11.9
2021/07/17 03:10,10,7,11.8
2021/07/17 03:11,10,7,11.9
2021/07/17 03:12,8,7,11.8
2021/07/17 03:13,9,7,11.8
2021/07/17 03:14,9,7,11.8
2021/07/17 03:15,10,7,11.9
2021/07/17 03:16,10,7,11.7
2021/07/17 03:17,11,7,12.5
2021/07/17 03:18,11,7,12.1
2021/07/17 03:19,12,7,11.8
2021/07/17 03:20,11,7,11.6
2021/07/17 03:21,11,7,11.8
2021/07/17 03:22,10,7,11.6
2021/07/17 03:23,10,7,11.7
2021/07/17 03:24,10,7,11.8
2021/07/17 03:25,11,7,11.7
2021/07/17 03:26,11,7,11.7
2021/07/17 03:27,11,7,11.7
2021/07/17 03:28,11,7,11.7
2021/07/17 03:29,11,7,11.8
2021/07/17 03:30,11,7,11.8
2021/07/17 03:31,11,7,11.7
2021/07/17 03:32,11,7,11.6
2021/07/17 03:33,10,7,11.7
2021/07/17 03:34,10,7,11.3
2021/07/17 03:35,10,7,11.2
2021/07/17 03:36,10,7,11.8
2021/07/17 03:37,11,7,11.8
2021/07/17 03:38,12,7,11.7
2021/07/17 03:39,11,7,11.8
2021/07/17 03:40,11,7,11.8
2021/07/17 03:41,10,7,11.9
2021/07/17 03:42,9,7,11.8
2021/07/17 03:43,9,7,11.8
2021/07/17 03:44,10,7,12.4
2021/07/17 03:45,10,7,11.7
2021/07/17 03:46,11,7,11.8
2021/07/17 03:47,11,7,11.9
2021/07/17 03:48,11,7,11.9
2021/07/17 03:49,11,7,12.5
2021/07/17 03:50,11,7,11.6
2021/07/17 03:51,11,7,11.8
2021/07/17 03:52,11,7,11.0
2021/07/17 03:53,10,7,12.1
2021/07/17 03:54,10,7,11.9
2021/07/17 03:55,10,7,11.7
2021/07/17 03:56,10,7,11.8
2021/07/17 03:57,10,7,11.6
2021/07/17 03:58,10,7,11.8
2021/07/17 03:59,10,7,11.8
2021/07/17 04:00,10,7,12.2
2021/07/17 04:01,11,7,11.7
2021/07/17 04:02,11,7,11.7
2021/07/17 04:03,11,7,11.5
2021/07/17 04:04,10,7,11.7
2021/07/17 04:05,8,7,11.7
2021/07/17 04:06,8,7,11.8
2021/07/17 04:07,8,7,11.8
2021/07/17 04:08,9,7,11.7
2021/07/17 04:09,9,7,12.1
2021/07/17 04:10,10,7,11.5
2021/07/17 04:11,9,7,11.8
2021/07/17 04:12,9,7,11.8
2021/07/17 04:13,10,7,11.6
2021/07/17 04:14,11,7,11.7
2021/07/17 04:15,10,7,12.1
2021/07/17 04:16,9,7,11.8
2021/07/17 04:17,10,7,11.8
2021/07/17 04:18,10,7,11.8
2021/07/17 04:19,10,7,12.2
2021/07/17 04:20,10,7,11.8
2021/07/17 04:21,11,7,11.9
2021/07/17 04:22,10,7,12.5
2021/07/17 04:23,10,7,11.8
2021/07/17 04:24,10,7,11.7
2021/07/17 04:25,10,7,11.8
2021/07/17 04:26,10,7,11.8
2021/07/17 04:27,11,7,11.9
2021/07/17 04:28,12,7,11.8
2021/07/17 04:29,12,7,11.8
2021/07/17 04:30,12,7,11.9
2021/07/17 04:31,12,7,11.8
2021/07/17 04:32,12,7,11.2
2021/07/17 04:33,12,7,11.8
2021/07/17 04:34,12,7,11.7
2021/07/17 04:35,14,7,11.9
2021/07/17 04:36,12,7,11.7
2021/07/17 04:37,11,7,11.8
2021/07/17 04:38,11,7,11.8
2021/07/17 04:39,11,7,11.8
2021/07/17 04:40,10,7,11.7
2021/07/17 04:41,11,7,11.7
2021/07/17 04:42,14,7,12.0
2021/07/17 04:43,13,7,11.8
2021/07/17 04:44,13,7,11.7
2021/07/17 04:45,12,7,11.9
2021/07/17 04:46,11,7,11.8
2021/07/17 04:47,11,7,11.7
2021/07/17 04:48,10,7,11.2
2021/07/17 04:49,11,7,11.8
2021/07/17 04:50,12,7,11.8
2021/07/17 04:51,12,7,11.7
2021/07/17 04:52,11,7,11.7
2021/07/17 04:53,10,7,11.8
2021/07/17 04:54,9,7,11.7
2021/07/17 04:55,10,7,11.7
2021/07/17 04:56,9,7,11.8
2021/07/17 04:57,11,7,11.6
2021/07/17 04:58,11,7,11.8
2021/07/17 04:59,9,7,11.9
2021/07/17 05:00,9,7,11.7
2021/07/17 05:01,10,7,11.6
2021/07/17 05:02,10,7,11.7
2021/07/17 05:03,10,7,11.8
2021/07/17 05:04,11,7,11.8
2021/07/17 05:05,12,7,11.8
2021/07/17 05:06,13,7,11.8
2021/07/17 05:07,13,7,11.9
2021/07/17 05:08,13,7,11.6
2021/07/17 05:09,13,7,12.0
2021/07/17 05:10,13,7,11.8
2021/07/17 05:11,15,7,12.3
2021/07/17 05:12,16,7,11.8
2021/07/17 05:13,17,7,11.8
2021/07/17 05:14,17,7,11.9
2021/07/17 05:15,17,7,11.9
2021/07/17 05:16,17,7,11.8
2021/07/17 05:17,16,7,11.6
2021/07/17 05:18,16,7,11.9
2021/07/17 05:19,15,7,11.7
2021/07/17 05:20,15,7,11.7
2021/07/17 05:21,14,7,12.0
2021/07/17 05:22,14,7,11.8
2021/07/17 05:23,14,7,11.8
2021/07/17 05:24,14,7,11.8
2021/07/17 05:25,14,7,11.7
2021/07/17 05:26,14,7,11.8
2021/07/17 05:27,15,7,11.8
2021/07/17 05:28,16,7,11.8
2021/07/17 05:29,16,7,11.8
2021/07/17 05:30,16,7,11.7
2021/07/17 05:31,14,7,11.8
2021/07/17 05:32,13,7,11.6
2021/07/17 05:33,12,7,12.0
2021/07/17 05:34,12,7,11.8
2021/07/17 05:35,12,7,11.7
2021/07/17 05:36,11,7,11.8
2021/07/17 05:37,11,7,11.7
2021/07/17 05:38,12,7,11.8
2021/07/17 05:39,12,7,11.9
2021/07/17 05:40,13,7,11.7
2021/07/17 05:41,13,7,12.1
2021/07/17 05:42,13,7,11.7
2021/07/17 05:43,14,7,11.7
2021/07/17 05:44,13,7,11.8
2021/07/17 05:45,13,7,11.9
2021/07/17 05:46,13,7,11.5
2021/07/17 05:47,12,7,11.3
2021/07/17 05:48,12,7,11.7
2021/07/17 05:49,11,7,11.7
2021/07/17 05:50,11,7,11.6
2021/07/17 05:51,10,7,11.7
2021/07/17 05:52,10,7,11.8
2021/07/17 05:53,10,7,11.8
2021/07/17 05:54,9,7,12.2
2021/07/17 05:55,10,7,11.9
2021/07/17 05:56,11,7,11.7
2021/07/17 05:57,11,7,11.9
2021/07/17 05:58,11,7,12.2
2021/07/17 05:59,10,7,11.8
2021/07/17 06:00,10,7,11.7
2021/07/17 06:01,9,7,11.9
2021/07/17 06:02,9,7,12.0
2021/07/17 06:03,10,7,11.8
2021/07/17 06:04,10,7,11.2
2021/07/17 06:05,11,7,11.8
2021/07/17 06:06,11,7,11.7
2021/07/17 06:07,10,7,11.7
2021/07/17 06:08,10,7,11.8
2021/07/17 06:09,10,7,11.9
2021/07/17 06:10,9,7,11.6
2021/07/17 06:11,7,7,11.7
2021/07/17 06:12,6,7,11.7
2021/07/17 06:13,6,7,11.6
2021/07/17 06:14,6,7,11.8
2021/07/17 06:15,5,7,11.7
2021/07/17 06:16,5,7,11.5
2021/07/17 06:17,5,7,11.9
2021/07/17 06:18,6,7,11.9
2021/07/17 06:19,6,7,11.7
2021/07/17 06:20,5,7,11.9
2021/07/17 06:21,5,7,11.7
2021/07/17 06:22,5,7,11.7
2021/07/17 06:23,5,7,11.9
2021/07/17 06:24,5,7,11.6
2021/07/17 06:25,5,7,11.8
2021/07/17 06:26,5,7,11.7
2021/07/17 06:27,4,7,11.9
2021/07/17 06:28,6,7,11.2
2021/07/17 06:29,7,7,11.8
2021/07/17 06:30,7,7,11.8
2021/07/17 06:31,7,7,11.9
2021/07/17 06:32,7,7,11.7
2021/07/17 06:33,6,7,12.2
2021/07/17 06:34,6,7,12.2
2021/07/17 06:35,7,7,11.7
2021/07/17 06:36,7,7,11.9
2021/07/17 06:37,6,7,10.7
2021/07/17 06:38,6,7,11.7
2021/07/17 06:39,7,7,11.5
2021/07/17 06:40,7,7,11.7
2021/07/17 06:41,7,7,11.8
2021/07/17 06:42,8,7,11.8
2021/07/17 06:43,7,7,11.9
2021/07/17 06:44,7,7,12.0
2021/07/17 06:45,6,7,11.8
2021/07/17 06:46,7,7,11.7
2021/07/17 06:47,8,7,11.8
2021/07/17 06:48,8,7,11.7
2021/07/17 06:49,7,7,12.1
2021/07/17 06:50,7,7,11.7
2021/07/17 06:51,7,7,11.8
2021/07/17 06:52,7,7,11.8
2021/07/17 06:53,8,7,11.7
2021/07/17 06:54,9,7,11.7
2021/07/17 06:55,9,7,11.8
2021/07/17 06:56,7,7,11.9
2021/07/17 06:57,6,7,11.9
2021/07/17 06:58,7,7,10.7
2021/07/17 06:59,7,7,11.8
2021/07/17 07:00,7,7,11.7
2021/07/17 07:01,8,7,11.8
2021/07/17 07:02,7,7,11.8
2021/07/17 07:03,8,7,11.8
2021/07/17 07:04,8,7,11.7
2021/07/17 07:05,8,7,11.8
2021/07/17 07:06,8,7,11.9
2021/07/17 07:07,8,7,11.8
2021/07/17 07:08,8,7,11.6
2021/07/17 07:09,7,7,11.6
2021/07/17 07:10,8,7,11.8
2021/07/17 07:11,8,7,11.8
2021/07/17 07:12,9,7,11.8
2021/07/17 07:13,10,7,11.9
2021/07/17 07:14,8,7,11.7
2021/07/17 07:15,8,7,12.0
2021/07/17 07:16,7,7,11.7
2021/07/17 07:17,7,7,11.7
2021/07/17 07:18,7,7,11.7
2021/07/17 07:19,8,7,11.8
2021/07/17 07:20,8,7,11.7
2021/07/17 07:21,9,7,11.8
2021/07/17 07:22,10,7,11.8
2021/07/17 07:23,7,7,11.7
2021/07/17 07:24,6,7,11.8
2021/07/17 07:25,7,7,11.6
2021/07/17 07:26,7,7,11.8
2021/07/17 07:27,6,7,11.8
2021/07/17 07:28,6,7,11.9
2021/07/17 07:29,7,7,11.8
2021/07/17 07:30,7,7,11.8
2021/07/17 07:31,7,7,11.7
2021/07/17 07:32,6,7,11.8
2021/07/17 07:33,7,7,11.7
2021/07/17 07:34,7,7,11.8
2021/07/17 07:35,7,7,11.8
2021/07/17 07:36,6,7,11.9
2021/07/17 07:37,7,7,11.9
2021/07/17 07:38,6,7,11.8
2021/07/17 07:39,7,7,11.5
2021/07/17 07:40,7,7,11.7
2021/07/17 07:41,6,7,11.7
2021/07/17 07:42,6,7,11.8
2021/07/17 07:43,7,7,11.8
2021/07/17 07:44,6,7,11.6
2021/07/17 07:45,7,7,11.7
2021/07/17 07:46,7,7,11.8
2021/07/17 07:47,7,7,11.8
2021/07/17 07:48,6,7,11.9
2021/07/17 07:49,6,7,12.1
2021/07/17 07:50,6,7,11.7
2021/07/17 07:51,6,7,11.7
2021/07/17 07:52,6,7,11.9
2021/07/17 07:53,7,7,11.8
2021/07/17 07:54,7,7,11.8
2021/07/17 07:55,7,7,11.7
2021/07/17 07:56,6,7,11.7
2021/07/17 07:57,6,7,11.4
2021/07/17 07:58,6,7,11.5
2021/07/17 07:59,7,7,11.8
2021/07/17 08:00,6,7,11.8
2021/07/17 08:01,7,7,11.7
